Algorithm,Instance,Run_ID,Makespan,Workload Balance,Runtime
GA,1_Brandimarte_7_workers.fjs,8,261,1511.43,38.59
GA,1_Brandimarte_7_workers.fjs,9,246,6325.71,38.63
GA,1_Brandimarte_7_workers.fjs,10,263,6649.43,38.61
GA,3_DPpaulli_9_workers.fjs,1,4010,207917.67,126.18
GA,3_DPpaulli_9_workers.fjs,2,3962,976397.67,127.58
GA,3_DPpaulli_9_workers.fjs,3,3839,617568.67,126.66
GA,3_DPpaulli_9_workers.fjs,4,4027,1120848.0,126.81
GA,3_DPpaulli_9_workers.fjs,5,3835,632241.0,126.35
GA,3_DPpaulli_9_workers.fjs,6,3926,878504.92,126.56
GA,3_DPpaulli_9_workers.fjs,7,3962,511698.92,126.42
GA,3_DPpaulli_9_workers.fjs,8,3812,575332.67,126.12
GA,3_DPpaulli_9_workers.fjs,9,3756,521125.67,126.2
GA,3_DPpaulli_9_workers.fjs,10,3835,318479.0,125.52
GA,2a_Hurink_sdata_40_workers.fjs,1,2091,922348.59,102.22
GA,2a_Hurink_sdata_40_workers.fjs,2,2100,715722.36,102.22
GA,2a_Hurink_sdata_40_workers.fjs,3,1974,919372.36,102.22
GA,2a_Hurink_sdata_40_workers.fjs,4,2110,736041.09,102.26
GA,2a_Hurink_sdata_40_workers.fjs,5,2116,733827.5,101.96
GA,2a_Hurink_sdata_40_workers.fjs,6,1992,600787.32,102.18
GA,2a_Hurink_sdata_40_workers.fjs,7,2100,587109.09,101.88
GA,2a_Hurink_sdata_40_workers.fjs,8,2180,421783.09,102.86
GA,2a_Hurink_sdata_40_workers.fjs,9,2077,368387.27,103.47
GA,2a_Hurink_sdata_40_workers.fjs,10,2038,1018921.45,102.34
GA,0_BehnkeGeiger_46_workers.fjs,1,174,31790.49,97.72
GA,0_BehnkeGeiger_46_workers.fjs,2,178,27826.1,99.26
GA,0_BehnkeGeiger_46_workers.fjs,3,182,31783.96,99.62
GA,0_BehnkeGeiger_46_workers.fjs,4,170,30960.22,99.63
GA,0_BehnkeGeiger_46_workers.fjs,5,176,27697.66,99.16
GA,0_BehnkeGeiger_46_workers.fjs,6,183,27684.99,100.28
GA,0_BehnkeGeiger_46_workers.fjs,7,181,29868.06,100.1
GA,0_BehnkeGeiger_46_workers.fjs,8,180,25924.2,98.58
GA,0_BehnkeGeiger_46_workers.fjs,9,181,34468.62,100.63
GA,0_BehnkeGeiger_46_workers.fjs,10,181,24020.4,99.21
GA,2b_Hurink_edata_6_workers.fjs,1,729,87537.43,19.62
GA,2b_Hurink_edata_6_workers.fjs,2,701,84721.43,19.55
GA,2b_Hurink_edata_6_workers.fjs,3,649,230980.86,19.51
GA,2b_Hurink_edata_6_workers.fjs,4,686,127696.0,19.17
GA,2b_Hurink_edata_6_workers.fjs,5,744,24013.43,19.18
GA,2b_Hurink_edata_6_workers.fjs,6,717,51155.43,19.44
GA,2b_Hurink_edata_6_workers.fjs,7,701,80161.43,19.19
GA,2b_Hurink_edata_6_workers.fjs,8,694,39977.71,19.35
GA,2b_Hurink_edata_6_workers.fjs,9,706,68649.71,19.72
GA,2b_Hurink_edata_6_workers.fjs,10,700,188863.43,19.73
GA,2d_Hurink_vdata_18_workers.fjs,1,1401,227748.86,39.2
GA,2d_Hurink_vdata_18_workers.fjs,2,1423,126572.0,39.37
GA,2d_Hurink_vdata_18_workers.fjs,3,1468,158138.0,38.97
GA,2d_Hurink_vdata_18_workers.fjs,4,1441,182651.43,38.95
GA,2d_Hurink_vdata_18_workers.fjs,5,1414,443903.71,39.7
GA,2d_Hurink_vdata_18_workers.fjs,6,1457,64910.0,38.83
GA,2d_Hurink_vdata_18_workers.fjs,7,1484,160755.43,39.21
GA,2d_Hurink_vdata_18_workers.fjs,8,1439,276331.71,39.34
GA,2d_Hurink_vdata_18_workers.fjs,9,1456,276978.86,39.35
GA,2d_Hurink_vdata_18_workers.fjs,10,1395,302683.71,39.2
GA,0_BehnkeGeiger_42_workers.fjs,1,117,13967.99,67.7
GA,0_BehnkeGeiger_42_workers.fjs,2,116,11316.72,62.98
GA,0_BehnkeGeiger_42_workers.fjs,3,117,12460.0,61.6
GA,0_BehnkeGeiger_42_workers.fjs,4,113,13166.57,63.73
GA,0_BehnkeGeiger_42_workers.fjs,5,124,17450.57,63.5
GA,0_BehnkeGeiger_42_workers.fjs,6,115,15013.61,63.63
GA,0_BehnkeGeiger_42_workers.fjs,7,123,15496.87,63.32
GA,0_BehnkeGeiger_42_workers.fjs,8,126,14996.1,63.68
GA,0_BehnkeGeiger_42_workers.fjs,9,114,13597.66,63.53
GA,0_BehnkeGeiger_42_workers.fjs,10,125,13292.32,65.55
GA,0_BehnkeGeiger_60_workers.fjs,1,772,183780.5,620.49
GA,0_BehnkeGeiger_60_workers.fjs,2,801,199381.82,615.2
GA,0_BehnkeGeiger_60_workers.fjs,3,774,229027.82,606.43
GA,0_BehnkeGeiger_60_workers.fjs,4,757,136660.9,621.25
GA,0_BehnkeGeiger_60_workers.fjs,5,777,170245.56,618.49
GA,0_BehnkeGeiger_60_workers.fjs,6,780,164943.6,632.66
GA,0_BehnkeGeiger_60_workers.fjs,7,783,223376.32,629.89
GA,0_BehnkeGeiger_60_workers.fjs,8,752,179500.4,632.12
GA,0_BehnkeGeiger_60_workers.fjs,9,768,148632.4,626.49
GA,0_BehnkeGeiger_60_workers.fjs,10,799,207986.4,631.02
GA,3_DPpaulli_18_workers.fjs,1,4400,682758.93,181.0
GA,3_DPpaulli_18_workers.fjs,2,4411,1263663.33,181.59
GA,3_DPpaulli_18_workers.fjs,3,4217,2418802.4,183.05
GA,3_DPpaulli_18_workers.fjs,4,4373,1009489.6,182.09
GA,3_DPpaulli_18_workers.fjs,5,4373,890215.73,182.22
GA,3_DPpaulli_18_workers.fjs,6,4313,234575.33,181.19
GA,3_DPpaulli_18_workers.fjs,7,4371,1610680.4,181.85
GA,3_DPpaulli_18_workers.fjs,8,4281,1015022.93,180.31
GA,3_DPpaulli_18_workers.fjs,9,4201,1437306.93,182.92
GA,3_DPpaulli_18_workers.fjs,10,4298,950488.93,184.49
